,irreps_type,tensor_product_type,lmax,batch,normalization,Time,all GFLOPs,GB,TC GFLOPs/s,CC GFLOPs/s,all GFLOPs/s,GB/s
210,SISO,CGTP-dense,4,100000,1,0.00018499199999999998,0.5355512201786041,0.10416686534881592,0.0,2191.4215003223385,2191.4215003223385,568.2176339003001
211,MIMO,CGTP-dense,4,10000,85,0.0005284799999999999,0.6199555546045303,0.08451282978057861,0.0,160.0462841408133,160.0462841408133,143.17125477380662
214,MIMO,CGTP-sparse,8,10000,489,0.01043136,4.891501739621162,0.9206022024154663,0.0,97.77522365589948,97.77522365589948,22.865242792494612
215,SIMO,GTP-grid,1,1000000,1,0.003190656,8.510015204548836,0.9982775449752808,1247.6116122530743,1299.7350216218742,2547.3466338749486,440.1237835854792
220,SIMO,CGTP-sparse,4,1000000,1,0.021799136,4.501082003116608,0.725330114364624,0.0,24.200519384574214,24.200519384574214,92.1475231598121
221,MIMO,CGTP-sparse,10,10000,891,0.026202431999999998,13.123312965035439,2.1703895330429077,0.0,97.5297206378564,97.5297206378564,21.059346166813253
223,MIMO,GTP-grid,3,1000,13,5.2128e-05,0.0360846072435379,0.0029255151748657227,88.17255144288555,399.0476784549984,487.22022989788394,63.92273112107566
226,SISO,GTP-fourier,4,10000,1,0.001539744,3.902994379401207,0.18584990501403809,4497.975951190359,290.4909052952388,4788.466856485599,353.43934770025555
227,MIMO,CGTP-dense,7,10000,344,0.00254528,6.389062464237213,0.7053961753845215,174.5400790625875,150.09396524177996,324.6340443043675,231.72759645801113
230,SIMO,GTP-fourier,1,1000,1,4.9792e-05,0.01799532026052475,0.001087784767150879,149.80412886035097,26.13946277785549,175.94359163820644,26.862287434040095
231,SISO,CGTP-dense,2,1000000,1,0.000528512,1.960557997226715,0.24157190322875977,0.0,3067.6137629481823,3067.6137629481823,486.95636602586603
232,MIMO,GTP-grid,6,1000000,25,0.023028192,252.96681627631187,11.140845537185669,7170.4869907760685,2074.303589867593,9244.790580643661,507.0546710584898
233,SIMO,GTP-grid,4,1000,1,6.022400000000001e-05,0.07153894007205963,0.004777312278747559,186.56253814697266,603.4137600946971,789.9762982416697,89.55667272297592
235,MIMO,CGTP-dense,1,100000,6,0.00016137600000000002,0.2525638937950134,0.032605886459350586,0.0,820.1914423457566,820.1914423457566,287.6552057673195
237,MIMO,CGTP-sparse,4,1,85,0.0010458239999999999,1.1679716408252716e-05,0.0011123418807983398,0.0,0.011035113205721208,0.011035113205721208,1.0587470502363727
239,SIMO,CGTP-sparse,5,10000,1,0.0004688,0.08082948625087738,0.005574941635131836,0.0,75.22053185234567,75.22053185234567,12.638750838231065
247,MIMO,GTP-fourier,5,1000,21,0.00038425600000000003,0.6493125781416893,0.021728157997131348,2647.2906476516,212.13799508458547,2859.4286427361853,181.37486796281144
248,MIMO,CGTP-dense,1,10000,6,4.304e-05,0.02545437216758728,0.002321600914001465,0.0,334.9233298264195,334.9233298264195,59.15949941967467
251,MIMO,GTP-fourier,1,1000,5,4.9664e-05,0.01799532026052475,0.0010927915573120117,150.7832408136866,26.259333119536368,177.04257393322294,27.32150295032431
253,SIMO,CGTP-sparse,9,10000,1,0.0012671040000000002,0.40291808545589447,0.02814006805419922,0.0,148.6057383179842,148.6057383179842,16.832749741819374
263,MIMO,CGTP-dense,2,10000,19,0.000119168,0.08093573153018951,0.012302517890930176,0.0,199.11077234668974,199.11077234668974,130.7591585018124
264,MIMO,CGTP-dense,5,10000,146,0.001190144,1.4951269030570984,0.21648192405700684,85.26573552166225,93.98925339004178,179.25498891170403,145.37690565904913
266,MIMO,GTP-fourier,4,1000000,17,0.144837184,403.28409522771835,19.479833126068115,5817.804771841987,310.4455543631242,6128.2503262051105,479.62932010458246
267,SIMO,GTP-fourier,2,100000,1,0.0021595200000000003,3.677543729543686,0.5601733922958374,2132.5803671857534,222.22558777207908,2354.8059549578325,502.11713791280727
269,MIMO,GTP-fourier,1,1,5,2.752e-05,2.201646566390991e-06,3.921985626220703e-05,0.0,0.09271673790026043,0.09271673790026043,1.3988063201943297
275,MIMO,Matrix-TP,4,10000,17,0.000793408,4.799827575683594,0.23850762844085693,3761.083160696675,1156.854925429098,4917.938086125773,409.04525397719516
279,SIMO,CGTP-dense,9,10000,1,0.000268224,1.5428998917341232,0.10104894638061523,1534.2948696701314,723.9965040522671,2258.291373722399,393.6357318997536
281,MIMO,CGTP-sparse,6,10000,231,0.0036718400000000004,1.425156369805336,0.29874932765960693,0.0,90.33339124969768,90.33339124969768,25.724410335107727
283,MIMO,CGTP-dense,1,1,6,4.832e-06,1.993030309677124e-07,5.4836273193359375e-06,0.0,0.04124648819696035,0.04124648819696035,1.1348566472135633
284,MIMO,CGTP-dense,10,10000,891,0.008627456000000002,40.58115912973881,2.7012012004852295,113.39632840377595,170.59450606906884,283.9908344728448,302.0817930805681
285,SISO,GTP-grid,6,10000,1,0.000328704,0.7439542785286903,0.16334819793701172,832.8250022356816,1291.4339676876618,2124.2589699233436,450.91555542327114
286,SIMO,CGTP-sparse,2,1000000,1,0.0011550400000000002,0.8242204785346985,0.27672278881073,0.0,98.60077923241865,98.60077923241865,103.28349315704978
291,MIMO,CGTP-sparse,3,100,44,0.000500288,0.00036153942346572876,0.001680135726928711,0.0,0.7050409746360795,0.7050409746360795,3.2834571695084196
295,SISO,GTP-grid,7,10000,1,0.00041027200000000005,0.9005661383271217,0.21781814098358154,832.1571776162131,1356.3436213417267,2188.50079895794,481.35081577885205
296,SIMO,CGTP-dense,2,10000,1,2.6176e-05,0.024793118238449097,0.0027910470962524414,210.8051278496866,491.9910817277416,702.7962095774283,107.90060807626551
300,SISO,GTP-fourier,5,10000,1,0.0029818559999999997,6.247611865401268,0.2839246988296509,3082.262680263432,180.69922184933856,3262.9619021127705,381.40210809759867
