,irreps_type,tensor_product_type,lmax,batch,normalization,Time,all GFLOPs,GB,TC GFLOPs/s,CC GFLOPs/s,all GFLOPs/s,GB/s
132,SISO,CGTP-sparse,8,1000,1,2.4224e-05,0.0032298266887664795,0.0001417398452758789,0.0,79.2245557487853,79.2245557487853,3.829485362016487
135,MIMO,GTP-fourier,7,1,29,0.0001192,0.037702301517128944,0.001753091812133789,0.0,158.91968036862417,158.91968036862417,12.189758344409027
141,SISO,GTP-fourier,1,100000,1,0.000632448,1.7398816049098969,0.1890714168548584,1002.951467158288,150.7180221388648,1153.6694892971527,424.1650653190616
142,SISO,CGTP-dense,8,1000,1,2.2528000000000002e-05,0.020275145769119263,0.0014473199844360352,0.0,518.0063434487219,518.0063434487219,52.204572413333516
147,SISO,GTP-fourier,3,1000,1,0.000129152,0.12350668758153915,0.006248593330383301,1107.8483413182346,115.05118536012148,1222.8995266783559,91.31648875117594
149,MIMO,GTP-fourier,6,1000,25,0.000664864,1.3281124457716942,0.03404057025909424,1989.0381895332391,133.81974705349887,2122.857936586738,225.60283523621806
157,MIMO,CGTP-sparse,5,1000,146,0.0006851520000000001,0.06699934601783752,0.017885446548461914,0.0,54.53498328584869,54.53498328584869,20.55639207028142
159,SIMO,CGTP-dense,6,10000,1,9.7024e-05,0.35200293362140656,0.027106523513793945,0.0,2126.962276408911,2126.962276408911,332.55112765248447
160,MIMO,GTP-fourier,3,10000,13,0.000674912,1.1865439265966415,0.10661530494689941,2345.383490619349,175.64242084417933,2521.025911463528,386.3739833099392
163,SIMO,GTP-fourier,4,100000,1,0.014633888000000001,40.35927805304527,1.9252618551254272,5584.524548872087,301.49494018388606,5886.0194890559715,440.14661679094866
166,MIMO,CGTP-dense,3,100000,44,0.001412096,2.141076147556305,0.5319314002990723,0.0,368.5013739882909,368.5013739882909,428.5575439379374
167,SIMO,CGTP-sparse,7,1000,1,0.000229728,0.02007465809583664,0.0033167600631713867,0.0,32.20556825256674,32.20556825256674,12.437461906356498
169,MIMO,GTP-grid,6,1000,25,8.6368e-05,0.2249460145831108,0.01106572151184082,854.4574282039479,684.1541800793195,1538.6116082832673,159.47532324353608
170,SISO,GTP-fourier,1,1000,1,5.0208e-05,0.01799532026052475,0.0010646581649780273,150.7832408136866,26.24115226946168,177.02439308314825,25.75769833779873
177,MIMO,GTP-grid,4,1000,17,6.2368e-05,0.08108453825116158,0.00491786003112793,174.07898590943523,704.7459740433425,878.8249599527777,93.0000316272868
178,MIMO,CGTP-dense,5,100,146,0.00066512,0.02345994208008051,0.002615690231323242,0.0,4.869940136738193,4.869940136738193,3.917622110495665
183,MIMO,CGTP-dense,1,1000000,6,0.001354272,2.524044394493103,0.3844006061553955,0.0,994.1983119393936,994.1983119393936,417.67863967825707
184,SIMO,GTP-grid,6,10000,1,0.000411904,1.8383418209850788,0.17832040786743164,2085.789231677898,858.8602080627294,2944.6494397406273,440.24738818087883
186,SIMO,GTP-grid,3,1000,1,5.2064e-05,0.03604850172996521,0.0027031898498535156,166.493421160309,345.24863328685416,511.7420544471632,58.291885082929014
188,SISO,CGTP-sparse,2,1000000,1,0.000405856,0.27939677238464355,0.05520784854888916,0.0,241.6659508156913,241.6659508156913,48.31451752329274
197,SISO,GTP-fourier,8,1000,1,0.0016947840000000002,3.7438663467764854,0.061456918716430664,4126.062140085128,212.71945467176866,4338.781594756896,226.03760039536758
201,SIMO,GTP-fourier,3,10000,1,0.000685568,1.1865439265966415,0.10614562034606934,2278.431392731665,171.7204802236646,2450.1518729553295,373.49950995827174
202,SISO,GTP-fourier,5,1000,1,0.00038377600000000006,0.6493125781416893,0.02069699764251709,2657.135130915741,212.61903160327853,2869.7541625190192,157.97690561501787
